Title,Price,Rating,Reviews,Seller,Discount,InStock,URL
"Air 31 AirPods & Air 39 AirPods | Wireless Bluetooth Earbuds with Silicone Pouch – True Stereo Sound, Built-in Mic, Type-C Charging Case – Available in White, Black, Pink, Green, Blue.",998,4.9,104,KTH store ,56% Off,True,https://www.daraz.pk/products/31-39-c-i585571780.html
EARBUDS AIR 31 AIRPODS WIRELESS EARBUDS WITH CRYSTAL TRANSPARENT CASE WITH TYPE C CHARGING|EARBUDS BLUETOOTH 5.3 | NEW MODEL AIR 31,899,4.4,1787,Gadget & more ,40% Off,True,https://www.daraz.pk/products/31-c-53-31-i435794153.html
Newmine  Airpods Wireless Bluetooth Air buds Stereo Earphones  bluetooth ear phone for all cell phones use,0,4.6,5,HamzaMall,70% Off,True,https://www.daraz.pk/products/-i535149952.html
AirPods Pro Wireless Bluetooth 5.0 Earbuds Charging Case Extra Tips for All Devices,599,4.5,225,(BiG SHOP),60% Off,True,https://www.daraz.pk/products/airpods-pro-wireless-bluetooth-50-earbuds-charging-case-extra-tips-for-all-devices-i479208462.html
"TWS I12 & i7s Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",1499,5.0,59,Apki Markets,25% Off,True,https://www.daraz.pk/products/tws-i12-i7s-10-i944294345.html
"A6s TWS Airpods _ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Sport Headset for all Bluetooth Smart devices.",669,3.0,2,KIN,No Discount,True,https://www.daraz.pk/products/a6s-tws-_-10-i939171744.html
"AirPods Pro 2nd Generation – Cinematic Sound Quality, Wireless Bluetooth Earbuds with Noise Cancellation, Bluetooth Devices Compatible",690,4.8,24,my virtual Mall ,84% Off,True,https://www.daraz.pk/products/2nd-i750745147.html
"i12 black TWS Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",0,4.6,423,(Jasmin Collection Lahore),77% Off,True,https://www.daraz.pk/products/i12-black-tws-airpods_-with-super-sound-high-quality-touch-sensors-true-stereo-headphones-with-built-in-mic-10m-transmission-bluetooth-wireless-earbuds-charging-case-sport-headset-for-all-bluetooth-smart-devices-i380815030.html
"AirPods_Pro 2 Wireless Earbuds Bluetooth 5.0, Super Sound Bass And Compatible with All Devices",788,5.0,7,UA Tech Store,54% Off,True,https://www.daraz.pk/products/2-50-i538926898.html
"TWS I12 Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices",599,4.5,20,(Hania Collection),73% Off,True,https://www.daraz.pk/products/tws-i12-airpods_-with-super-sound-high-quality-touch-sensors-true-stereo-headphones-with-built-in-mic-10m-transmission-bluetooth-wireless-earbuds-charging-case-sport-headset-for-all-bluetooth-smart-devices-i145558855.html
i12 black Double Wireless Bluetooth Hand Free with Power Bank AirPods Stereo Earphones White bluetooth ear phone for all cell phones,699,4.3,112,Hania Collection (Lahore),73% Off,True,https://www.daraz.pk/products/i12-i235758519.html
"TWS I12 & i7s Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Chargng Case Sport Headset for all Bluetooth Smart devices.",699,4.3,20,Smart-Tec,No Discount,True,https://www.daraz.pk/products/tws-i12-i7s-_-10-i936538032.html
"AirPods_Pro Wireless Earbuds Bluetooth 5.0, Super Sound Bass, Charging Case and Extra Ear-Buds, Pop-Up Feature Compatible with All Devices IOS and Android",779,3.9,42,Rana Collection 1,74% Off,True,https://www.daraz.pk/products/airpods_pro-wireless-earbuds-bluetooth-50-super-sound-bass-charging-case-and-extra-ear-buds-pop-up-feature-compatible-with-all-devices-ios-and-android-i469327240.html
Original Airpods Pro 2nd generation High Quality- Enjoy Immersive Sound - Enhanced Noise Reduction - Wireless Convenience,1005,4.5,8,DreamPeak Solutions,65% Off,True,https://www.daraz.pk/products/2nd-i845223999.html
"TWS  High Quality  Airpro Black  Airpods_ with Super Sound & Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , power Case Sport Headset for all Bluetooth Smart devices.",799,4.6,22,Kamalia Khaadi Khaddar,73% Off,True,https://www.daraz.pk/products/tws-high-quality-airpro-black-airpods_-with-super-sound-touch-sensors-true-stereo-headphones-with-built-in-mic-10m-transmission-bluetooth-wireless-earbuds-power-case-sport-headset-for-all-bluetooth-smart-devices-i754066182.html
Airpods Air 3rd Gen TWS (True Wireless Stereo) Bluetooth Earbuds Dual Earphones Headset (Connect With All Bluetooth Devices).BLUETOOTH handfree,813,3.9,16,ZF Tech by Temu ,73% Off,True,https://www.daraz.pk/products/-i927732817.html
"i12 TWS Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",599,4.5,19,A.S Shop,70% Off,True,https://www.daraz.pk/products/i12-tws-airpods_-with-super-sound-high-quality-touch-sensors-true-stereo-headphones-with-built-in-mic-10m-transmission-bluetooth-wireless-earbuds-charging-case-sport-headset-for-all-bluetooth-smart-devices-i145554711.html
"Original M10 & M90  TWS  Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",649,4.4,744,as online mart,68% Off,True,https://www.daraz.pk/products/m10-m90-tws-10-i127464401.html
i7S Double i12 Airpods  Wireless Bluetooth Hand Free with Power Bank Pod Stereo Earphones White bluetooth ear phone for all cell phones use,599,0.0,0,Zimal Mart Lahore,40% Off,True,https://www.daraz.pk/products/i7s-double-i12-airpods-wireless-bluetooth-hand-free-with-power-bank-pod-stereo-earphones-white-bluetooth-ear-phone-for-all-cell-phones-use-i269159150.html
M10 TWS Airpods_with Excellent Sound & High Quality Touch Controle Bluetooth_Compatible,999,0.0,0,BA purity,31% Off,True,https://www.daraz.pk/products/tws-m10-i490398673.html
"AirPods Pro 2 – High-Quality Sound, Noise Cancellation, Gaming Mode, Extra Ear-Tips, Type-C Charging, Bluetooth Handfree",699,0.0,0,Zimal Collection (Lahore),77% Off,True,https://www.daraz.pk/products/2-c-i1950566972.html
"Air39 Ultra Crystal Pro & AIR 31 Wireless Transparent Airpods – Bluetooth 5.3 TWS Gaming Earbuds with LED Power Display, Super Deep Bass, HD Stereo Sound, Low Latency Mode & Waterproof Sports Edition (Transparent Case)",649,0.0,0,Mini Gadget..,78% Off,True,https://www.daraz.pk/products/39-31-53-tws-led-hd-i948043459.html
"Pro 2 White Airpods Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Sport Headset for all Bluetooth Smart devices",0,0.0,0,Z-Store..,3% Off,True,https://www.daraz.pk/products/2-10-i943443323.html
Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Air Buds - Bluetooth Earphones,0,0.0,0,Flash card,83% Off,True,https://www.daraz.pk/products/air-31-airpods-air31-earbuds-wireless-earbuds-air-31-earbuds-transparent-airpods-air-31-transparent-earbuds-air-31-tws-earbuds-airbuds-earpods-ear-buds-wireless-air-buds-bluetooth-earphones-i941917943.html
"A9 Pro AirPods Style Wireless Earbuds – Bluetooth 5.1, Touch Control, HD Mic, Hi-Fi Sound, Long Battery Backup – Android & iOS Compatible",1895,5.0,16,NovaDealz,37% Off,True,https://www.daraz.pk/products/a9-51-hd-hi-fi-ios-i1950957714.html
AIRPODS PRO 2 2ND GENERATION | FULL HEAVY BASE | GAMING AIRBUDS | BLACK & WHITE AIRBUDS | NOISE CANCELLATION AIRBUDS | 100 PERCENT TOUCH SENSOR WORKING | HEAVY BATTERY AND BEST FOR GIFT | ALL DEVICES COMPATABLE | EXCELLENT AIRBUDS,0,5.0,10,Connect Store_,3% Off,True,https://www.daraz.pk/products/2-100-i947983698.html
A9 Pro AirPods Original TWS Wireless Earbuds Bluetooth 5.3 | A9 Pro Earbuds with Touch Control & Charging Case | HiFi Stereo Bass Sports Headset,1347,5.0,3,T-S Accessories,55% Off,True,https://www.daraz.pk/products/a9-tws-53-a9-hifi-i1948803848.html
Air 39 TWS Wireless Earbuds | Bluetooth Airpods Style Earphones | Touch Control & Charging Case,849,4.0,4,Inventions Store,29% Off,True,https://www.daraz.pk/products/39-i948525531.html
AirPods Pro 2 Wireless TWS Earbuds | Bluetooth 5.0 | HD Stereo Sound | Strong Bass | Long Battery Backup | Comfortable Fit for iOS & Android,749,5.0,1,G A D G E T S,42% Off,True,https://www.daraz.pk/products/2-50-i927355929.html
New Air 31 Wireless Bluetooth Headset airpods handfree earbuds airdots Hanging Ear Unisex Driving Can Answer The Phone Long Standby 1 Minute Fast Charge Single Headsr-Color Family Headphones & Headsets&gt;Wireless Earbuds,0,4.7,122,ELITE TECH STORE,78% Off,True,https://www.daraz.pk/products/new-air-31-wireless-bluetooth-headset-airpods-handfree-earbuds-airdots-hanging-ear-unisex-driving-can-answer-the-phone-long-standby-1-minute-fast-charge-single-headsr-color-family-headphones-headsetswireless-earbuds-i938549286.html
"Air 31 AirPods Wireless Bluetooth Earbuds High-Quality Stereo Sound, Touch Sensors, Built-in Mic, White",799,4.7,30,(Hania Collection Lahore),77% Off,True,https://www.daraz.pk/products/air-31-airpods-wireless-bluetooth-earbuds-high-quality-stereo-sound-touch-sensors-built-in-mic-white-i473618661.html
Latest i12 air buds/ Bluetooth Earphones Airpods_ / wireless earbuds With Charging Case and mic,0,0.0,0,Ak-MART (Lahore),59% Off,True,https://www.daraz.pk/products/i12-i489079971.html
Airpods_pro 2nd generation special buzzer edition Wireless Earbuds Bass Boosted Sound Quality,1099,4.3,14,ASH. Store,70% Off,True,https://www.daraz.pk/products/2nd-i471639947.html
"AirPods Pro 2 Wireless Earbuds 2nd Generation Bluetooth 5.0, Super Sound Bass, Charging Case and Extra Ear-Buds, Pop-Up Feature Compatible with All Devices",619,4.3,11,FISHER TECH.,77% Off,True,https://www.daraz.pk/products/2-2nd-50-i912888490.html
Airpods Pro 2nd Generation with Active Noise Cancellation (ANC)/ and Transparency mode/ true wireless earbuds/ long lasting battery/,629,5.0,4,Gadget Zone,67% Off,True,https://www.daraz.pk/products/2nd-anc-i1947766448.html
i12 TWS Double  Airpods Wireless Bluetooth Hand Free with Power Bank  Stereo Earphones White bluetooth ear phone for all cell phones use,0,5.0,44,(Jasmin Collection Lahore),76% Off,True,https://www.daraz.pk/products/i12-i752196824.html
Pack Of 1 Google Pixel Airpods Pro 2 With Silicone Case | BT 5.2 Inner Dual-Core | Separate Chips For Both Sides | Enhance Transmission Connection Stability | Wireless Airpods Pro 2 | Active Noice Cancellation Adaptive Audio & Transparency | Premium Sound,2225,4.5,8,Platinum_Group_31,36% Off,True,https://www.daraz.pk/products/1-2-2-2-i1947884004.html
"AirPods_Pro (2nd Generation) Titanium Wireless Earbuds, Bluetooth 5.0, High Quality Sound bass",699,5.0,3,AM STORE Importer,76% Off,True,https://www.daraz.pk/products/2nd-50-i923895622.html
"Latest_AirPods_Pro (2nd Generation) Titanium Wireless Earbuds, Bluetooth 5.0, High Quality Sound bass ZF Tech",674,5.0,5,ZF Tech by Temu ,78% Off,True,https://www.daraz.pk/products/latest_airpods_pro-2nd-generation-titanium-wireless-earbuds-bluetooth-50-high-quality-sound-bass-zf-tech-i667238594.html
Airpods Air pro 2nd Gen TWS (True Wireless Stereo) Bluetooth Earbuds Dual Earphones Airbuds Headset (Compatible With IOS & Android System.,699,4.2,404,Tayyaba Collection (Lahore),83% Off,True,https://www.daraz.pk/products/airpods-air-pro-2nd-gen-tws-true-wireless-stereo-bluetooth-earbuds-dual-earphones-airbuds-headset-compatible-with-ios-android-system-i464529187.html
New M10 i12 Wireless Bluetooth Headset airpods handfree earbuds airdots Hanging Ear Unisex Driving Can Answer The Phone Long Standby 1 Minute Fast Charge Single Headsr,599,4.2,1283,Zimal Collection (Lahore),70% Off,True,https://www.daraz.pk/products/new-m10-i12-wireless-bluetooth-headset-airpods-handfree-earbuds-airdots-hanging-ear-unisex-driving-can-answer-the-phone-long-standby-1-minute-fast-charge-single-headsr-i269134053.html
Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Air Buds - Bluetooth Earphones,649,4.6,11,UrbanGadgets,68% Off,True,https://www.daraz.pk/products/air-31-airpods-air31-earbuds-wireless-earbuds-air-31-earbuds-transparent-airpods-air-31-transparent-earbuds-air-31-tws-earbuds-airbuds-earpods-ear-buds-wireless-air-buds-bluetooth-earphones-i923643155.html
Earbuds AIR 31 Airpods| Wireless Earbuds  With Type C Charging |Earbuds Bluetooth 5.3 | New Model AIR 31,629,4.5,52,OVI'S STORE,48% Off,True,https://www.daraz.pk/products/31-c-53-31-i522598444.html
"Airpro TWS Airpods _ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic  Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices Headphones & Headsets&gt;Wireless Earbuds",699,4.5,318,Jasmin Collection,77% Off,True,https://www.daraz.pk/products/tws-i477224978.html
"TWS Airpro Black Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , power Case Sport Headset for all Bluetooth Smart devices.",899,0.0,0,Smart-Tec,70% Off,True,https://www.daraz.pk/products/tws-airpro-black-airpods_-10m-i1946918067.html
"AirPods_Pro Wireless Earbuds Bluetooth 5.0, Super Sound Bass, Charging Case and Extra Ear-Buds, Pop-Up Feature Compatible with All Devices",888,4.8,71,Flash Sale Mall,78% Off,True,https://www.daraz.pk/products/50-i486809813.html
I7 Bluetooth Wireless Headset Earbuds For all Phone Best quality sound fast pairing connect excellent sound with bass low consumption and saves energy bluetooth Earbuds Bluetooth Wireless Headset Both Ear Earbuds Airpods Air Pro TWS True Wireless Stereo,1199,0.0,0,Emily 1,80% Off,True,https://www.daraz.pk/products/i7-tws-i100118186.html
"Pro White TWS Airpods Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Sport Headset for all Bluetooth Smart devices",531,4.2,71,B4BOSS,65% Off,True,https://www.daraz.pk/products/pro-white-tws-airpods-sound-high-quality-touch-sensors-true-stereo-headphones-with-built-in-mic-10m-transmission-bluetooth-wireless-earbuds-sport-headset-for-all-bluetooth-smart-devices-i936734926.html
New pro Wireless Bluetooth Headset Pods handfree earbuds airdots Hanging Ear Unisex Driving Can Answer The Phone Long Standby 1 Minute Fast Charge Single Headsr-Color Family:Black,799,4.7,131,Zimal Collection (Lahore),77% Off,True,https://www.daraz.pk/products/1-i473586739.html
Original i7s & i12 Double  Airpods Wireless Bluetooth Earphones Top Quality Headphones Headset Dual Side Call Earbuds w Touch Control for Android Universally Compatible foWireless Bluetooth handfree Earphones for All Smart Phone,699,4.3,679,Hania Collection (Lahore),72% Off,True,https://www.daraz.pk/products/i7s-i12-w-i155246999.html
"🔥 TWS Wireless Earbuds with LED Display – ENC Noise Cancellation, HiFi Stereo, Bluetooth 5.3 Ear Buds | Airpods woth Mic and AIR 31 wireless transparent airpods - and air pro airpods",649,5.0,4,Smart Gadget..,78% Off,True,https://www.daraz.pk/products/led-tws-enc-hifi-53-31-i947779347.html
"TWS I12  Airpods with Super Sound & High-Quality Touch Sensors True Stereo Headphones with Built-in Mic and 10m Transmission Bluetooth Wireless Earbuds, Charging Case Sport Headset",0,0.0,0,ACZ,84% Off,True,https://www.daraz.pk/products/tws-i12-10-i490971932.html
A9 Pro Airpods Pro LCD Display ANC/ENC WITHOUT ANC Earbuds Bass Boosted Noise Reduction Long Battery With Magnetic Buzzer Volume Touch Control Bluetooth 5.0 Wireless Earbuds For Android iOS 3 Modes Noise Reduction Transparent Mode Normal Mode Black White,0,5.0,3,Tech Treasures..,10% Off,True,https://www.daraz.pk/products/a9-lcd-ancenc-anc-50-3-i946063708.html
"AirPods_Pro Wireless Earbuds Bluetooth 5.0, Super Sound Bass, Extra Ear-Buds, Pop-Up Feature Compatible with All Devices",1650,4.5,780,WELL AKIN,40% Off,True,https://www.daraz.pk/products/airpods_pro-wireless-earbuds-bluetooth-50-super-sound-bass-extra-ear-buds-pop-up-feature-compatible-with-all-devices-i425339590.html
Inpods i12 Matte High Quality Airpods Dual Sport Stereo Bass V 5.0 with Double Touch Sensor Bluetooth Wireless Earbuds with Mic,990,4.3,269,Centrico Store,17% Off,True,https://www.daraz.pk/products/i12-v-50-i434493852.html
"Air 31 Airpods & I12_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices",799,4.0,124,Haram Collection Lahore,47% Off,True,https://www.daraz.pk/products/31-10-i471285400.html
Air 31Earbuds Airpods  Wireless Bluetooth Earbuds Headset airpods handfree earbuds airdots Hanging Ear Color Family Headphones & Headsets Wireless Earbuds,799,5.0,3,Zimal Collection (Lahore),77% Off,True,https://www.daraz.pk/products/air-31earbuds-airpods-wireless-bluetooth-earbuds-headset-airpods-handfree-earbuds-airdots-hanging-ear-color-family-headphones-headsets-wireless-earbuds-i751585870.html
"Orignal M19 & M10 & Air31TWS Airpods with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",849,4.1,374,Online Order,58% Off,True,https://www.daraz.pk/products/tws-m10-10-i420665920.html
Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Air Buds - Bluetooth Earphones,599,4.8,44,X.import,79% Off,True,https://www.daraz.pk/products/m19-tws-i580127322.html
TWS I18 & i12 Airpods_ with Super Sound & High,0,0.0,0,GMall™,51% Off,True,https://www.daraz.pk/products/tws-i18-i12-i476905083.html
Air 31 airpods dual 5.2 Earbuds handfree bluetooth Wireless Earbuds Headphones I7 Mini Bluetooth Headset Earbud Single Wireless Earphone With Mic Stereo For all phones,299,5.0,6,HyperZone,70% Off,True,https://www.daraz.pk/products/31-52-i7-i661389201.html
Interlink Airpods Pro 2nd Generation - True wireless EarBuds Bluetooth - Built In Microphone High Quality Sound Touch Sensors - Bluetooth version 5.0,5199,4.6,16,All-in-One Mart,20% Off,True,https://www.daraz.pk/products/interlink-airpods-pro-2nd-generation-true-wireless-earbuds-bluetooth-built-in-microphone-high-quality-sound-touch-sensors-bluetooth-version-50-i435198404.html
"Airpods Pro TWS 895B Wireless Earbuds Bluetooth  Air pro , Ear buds , Air buds , 5.4 Stereo Bass Touch Control ENC",748,5.0,2,Murshad 21,79% Off,True,https://www.daraz.pk/products/tws-895b-54-enc-i904259177.html
Air 31 airpods dual 5.2 Earbuds handfree bluetooth Wireless Earbuds Headphones I7 Mini Bluetooth Headset Earbud Single Wireless Earphone With Mic Stereo For all phones,849,5.0,2,Haram Collection Lahore,47% Off,True,https://www.daraz.pk/products/31-52-i7-i644953171.html
"M90 Pro TWS Bluetooth Airpods, Gaming Earbuds with Mic, Smart Touch Headset Airbuds with 2000mAh Type C Power Bank",1111,4.0,4,Innova Store,28% Off,True,https://www.daraz.pk/products/m90-tws-2000mah-c-i494636667.html
"M90 Pro Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices",698,5.0,5,Rana Collection 2,77% Off,True,https://www.daraz.pk/products/m90-10-i477327578.html
SM GENIX Air buds Air39 Transparent Bluetooth TWS Earbuds | Waterproof Wireless Airbuds with Round Drawer Charging Case | LED Display | ENC Noise Reduction | Environmental Touch Control | Sports Headphones | Clear Case Airpods | True Wireless Stereo Earph,789,4.4,14,SM GENIX,60% Off,True,https://www.daraz.pk/products/sm-39-tws-led-i779206437.html
"Original i12 Airpods_ i12 Tws Touch Sensor Airpods_ Best Quality Bluetooth V5.0 wireless Earbuds Sport Stereo with Built in Mic, wireless Earphone",0,4.5,144,MuneebTraders14,7% Off,True,https://www.daraz.pk/products/i12-tws-i12-v50-i273149788.html
"TWS I12 & i7s Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Chargng Case Sport Headset for all Bluetooth Smart devices.",499,3.6,36,Pak Live Store,78% Off,True,https://www.daraz.pk/products/tws-i12-i7s-10-i391311925.html
"Orignal M28 TWS Airpods with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",899,4.0,8,Abeeha Collection (Lahore),78% Off,True,https://www.daraz.pk/products/orignal-m28-tws-airpods-with-super-sound-high-quality-touch-sensors-true-stereo-headphones-with-built-in-mic-10m-transmission-bluetooth-wireless-earbuds-charging-case-sport-headset-for-all-bluetooth-smart-devices-i402206652.html
Original m10 tws airpods pro - bluetooth earphone next generation of conventional head phones with built-in mic- small ear buds with ANC for amazing experience - Quality bluetooth earphone technology 5.3 for Gaming -Light weighted amazing headphones,949,4.5,1,Rana Collection 1,68% Off,True,https://www.daraz.pk/products/original-m10-tws-airpods-pro-bluetooth-earphone-next-generation-of-conventional-head-phones-with-built-in-mic-small-ear-buds-with-anc-for-amazing-experience-quality-bluetooth-earphone-technology-53-for-gaming-light-weighted-amazing-headphones-i457745181.html
I16s Airpods_ Tws Wireless Earbuds,799,3.0,2,Mini-Martt,60% Off,True,https://www.daraz.pk/products/i16s-tws-i439767259.html
Airpods_pro 2nd Generation White | With Free Type C Data Cable | Stereo Sound Earpods | Wireless Earbuds | Bluetooth Earpods,516,0.0,0,City Mall..,82% Off,True,https://www.daraz.pk/products/2nd-c-i1951387178.html
Airpods_pro 2nd Generation White | With Free Type C Data Cable | Stereo Sound Earpods | Wireless Earbuds | Bluetooth Earpods,0,0.0,0,HSB,78% Off,True,https://www.daraz.pk/products/airpods_pro-2nd-generation-white-with-free-type-c-data-cable-stereo-sound-earpods-wireless-earbuds-bluetooth-earpods-i1947777363.html
"AirPods_Pro (2nd Generation) Titanium Wireless Earbuds, Bluetooth 5.0, High Quality Sound bass",0,5.0,1,Z-Store..,3% Off,True,https://www.daraz.pk/products/50-i943058263.html
Airpods_pro  2 2nd Genaration with ANC Bluetooth Wireless Earbuds v 5.3 For Both Android and Ios,699,0.0,0, BA TRADERS❤️,77% Off,True,https://www.daraz.pk/products/2nd-ios-anc-v-53-i507744886.html
AirPods Pro 2 Black Wireless Earbuds | Bluetooth 5.0 | High-Quality Sound & Deep Bass | Charging Case | Compatible with All Android & iOS Devices,1099,5.0,3,AL Buraq Accessories,13% Off,True,https://www.daraz.pk/products/airpods-pro-2-black-wireless-earbuds-bluetooth-50-high-quality-sound-deep-bass-charging-case-compatible-with-all-android-ios-devices-i941767656.html
"Best Quality AirPods Pro Black, long battery, Bluetooth handsfree For Android and iPhone",699,3.7,3,Bari Tech wave,72% Off,True,https://www.daraz.pk/products/-i932105882.html
Original Air31 Airpods True Wireless Wireless Earbuds | Super Bass | Touch Control | Charging Case,738,0.0,0,Flash Sale Mall,81% Off,True,https://www.daraz.pk/products/31-i1949236267.html
Orignal Airpods pro Double Wireless Bluetooth Hand Free with Power Bank Stereo Earphones White bluetooth ear phone for all cell phones use-Color Family Headphones & Headsets Wireless Earbud,749,4.8,24,AR Collection (Lahore),71% Off,True,https://www.daraz.pk/products/-i621054396.html
Airpods Air Pro 3rd Gen TWS (True Wireless Stereo) Bluetooth Earbuds Dual Earphones Headset (Connect With All Bluetooth Devices).BLUETOOTH handfree,699,4.7,167,NOVA TECH 1,65% Off,True,https://www.daraz.pk/products/airpods-air-pro-3rd-gen-tws-true-wireless-stereo-bluetooth-earbuds-dual-earphones-headset-connect-with-all-bluetooth-devicesbluetooth-handfree-i509782711.html
AirPods Pro Wireless Earbuds,1044,4.0,1,Accessory HUB(Lahore),48% Off,True,https://www.daraz.pk/products/airpods-pro-wireless-earbuds-bluetooth-50-super-sound-base-charging-case-and-extra-earbuds-pop-up-feature-compatible-with-all-devices-i479188941.html
Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Air Buds - Bluetooth Earphones,640,4.6,13,Accessory Hub® ,68% Off,True,https://www.daraz.pk/products/air-31-airpods-air31-earbuds-wireless-earbuds-air-31-earbuds-transparent-airpods-air-31-transparent-earbuds-air-31-tws-earbuds-airbuds-earpods-ear-buds-wireless-air-buds-bluetooth-earphones-i884439224.html
"M10 & M90 TWS Airpods _ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Sport Headset for all Bluetooth Smart devices.",964,4.2,380,Toberia shop,68% Off,True,https://www.daraz.pk/products/m10-m90-tws-_-10-i421487142.html
"AirPods Pro 2 White Edition/ White Color/ Earbuds White 
| Bluetooth Wireless Earbuds with Magnetic Charging
Case | Compatible with iPhone & Android/ Airpods Pro 2/
Airpods Pro 2nd Generation/ Airpods Bluetooth/ Earbuds/
Handsfree/ Airpods Latest",1999,4.8,20,Flash store's,56% Off,True,https://www.daraz.pk/products/2-ace-2-2nd-i728798584.html
"Air 31 TWS Pink Airpods Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices",849,5.0,9,Kamalia Khaadi Khaddar,72% Off,True,https://www.daraz.pk/products/31-tws-10-i479657404.html
Airpro Wireless Headset Bluetooth Airpods tws Earpieces I7S TWO Ear bud Twins Earphone With Charging box Earphones Earbud-Color Family:M10,799,4.2,79,(Hania Collection Lahore),77% Off,True,https://www.daraz.pk/products/airpro-wireless-headset-bluetooth-airpods-tws-earpieces-i7s-two-ear-bud-twins-earphone-with-charging-box-earphones-earbud-color-familym10-i473302238.html
"AirPods_Pro (2nd Generation) Titanium Wireless Earbuds, Bluetooth 5.0, High Quality Sound bass",1599,4.6,112,Hafiz Trade Centre,68% Off,True,https://www.daraz.pk/products/2nd-50-i749898911.html
"Airpods Pro Wireless Earbuds Bluetooth , AirPods Pro 2nd Generation  Type C with ANC, AirPods Pro Black Premium , AirPods Pro, AirPods, M10 TWS Wireless Earbuds 3500 mAh High Quality Sound,Pop-Up  Feature  | Air31 TWS Wireless Bluetooth 5.0 Earbuds",699,5.0,4,ONYX Traders Official ,77% Off,True,https://www.daraz.pk/products/airpods-pro-wireless-earbuds-bluetooth-airpods-pro-2nd-generation-type-c-with-anc-airpods-pro-black-premium-airpods-pro-airpods-m10-tws-wireless-earbuds-3500-mah-high-quality-soundpop-up-feature-air31-tws-wireless-bluetooth-50-earbuds-i1947619978.html
"Pro 2 black Airpods Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Sport Headset for all Bluetooth Smart devices",669,4.2,5,FISHER TECH.,79% Off,True,https://www.daraz.pk/products/2-10-i911233177.html
